age,salary,experience_years,working_hours_per_week,performance_score,projects_completed,overtime_hours,distance_from_home_km,training_hours,absent_days,gender,education_level,job_role,department,city,company_type,work_mode,marital_status,has_certifications,promotion,job_satisfaction
51.0,39103.0,6.0,24.0,3.72,10.0,6.0,33.2,121.0,19.0,Male,Bachelor,Data Scientist,Finance,Giza,,Remote,Married,0.0,0,High
28.0,10056.0,22.0,38.0,1.84,24.0,23.0,43.8,135.0,,Female,PhD,Engineer,AI,Aswan,Startup,,Single,0.0,0,Low
53.0,31950.0,19.0,28.0,4.7,38.0,20.0,12.3,50.0,0.0,Male,High School,Manager,IT,Cairo,SME,Hybrid,Married,0.0,1,Low
34.0,5753.0,33.0,43.0,3.95,15.0,5.0,41.4,102.0,3.0,Male,Bachelor,Sales,HR,Tanta,Startup,Hybrid,Single,1.0,1,Medium
52.0,34941.0,,58.0,1.21,20.0,,,48.0,,,Master,Sales,Operations,,Startup,Hybrid,Married,1.0,0,Medium
35.0,,4.0,31.0,4.46,25.0,28.0,,,6.0,Female,PhD,Designer,AI,Alexandria,Enterprise,Hybrid,Married,1.0,1,High
57.0,17234.0,,46.0,4.72,26.0,,46.8,190.0,11.0,Female,,Manager,Finance,Cairo,Enterprise,Onsite,Single,1.0,1,High
39.0,12636.0,,40.0,4.17,44.0,4.0,26.1,21.0,12.0,Female,Master,Manager,HR,Giza,Startup,Onsite,Single,0.0,0,Medium
41.0,6376.0,16.0,57.0,2.7,16.0,2.0,5.6,114.0,24.0,Female,Bachelor,,IT,Giza,SME,Remote,Single,1.0,0,Medium
36.0,33783.0,36.0,54.0,4.98,30.0,20.0,44.9,165.0,17.0,Female,PhD,HR,Operations,Alexandria,Startup,Remote,Single,1.0,1,Low
54.0,19447.0,33.0,51.0,,13.0,8.0,29.7,93.0,3.0,Female,Master,Designer,HR,Mansoura,SME,,Single,0.0,0,Medium
56.0,23329.0,29.0,,3.15,22.0,2.0,4.5,160.0,9.0,,PhD,Designer,Finance,Alexandria,Enterprise,Remote,Single,1.0,0,High
38.0,19713.0,35.0,,1.68,1.0,11.0,1.5,141.0,23.0,Male,Master,Designer,Marketing,Mansoura,Startup,Remote,Single,0.0,0,Medium
25.0,7858.0,5.0,36.0,,25.0,29.0,13.8,68.0,8.0,Female,PhD,Engineer,IT,,SME,Hybrid,Single,1.0,0,Medium
45.0,,31.0,24.0,4.71,25.0,29.0,6.9,,,,PhD,Designer,Operations,Aswan,Startup,Remote,Married,0.0,0,Medium
22.0,19524.0,31.0,39.0,4.18,21.0,2.0,31.8,171.0,23.0,Male,Bachelor,Manager,Marketing,Tanta,SME,,Single,1.0,1,Medium
34.0,7539.0,8.0,42.0,,,16.0,30.2,127.0,14.0,Female,High School,Manager,Operations,Alexandria,SME,Hybrid,,1.0,0,Medium
54.0,21857.0,21.0,58.0,2.42,27.0,14.0,42.2,152.0,14.0,Female,Bachelor,Engineer,IT,Mansoura,Enterprise,Onsite,Single,1.0,0,High
53.0,39671.0,9.0,23.0,4.74,5.0,29.0,26.2,179.0,13.0,Male,Master,,HR,,Enterprise,,Single,1.0,1,High
36.0,8364.0,28.0,45.0,2.47,47.0,29.0,13.4,74.0,12.0,Male,High School,Manager,Operations,Cairo,SME,,Married,1.0,0,High
44.0,3449.0,,49.0,1.16,38.0,27.0,,50.0,21.0,Male,PhD,Sales,Finance,Cairo,SME,Onsite,Married,0.0,0,Low
51.0,23830.0,27.0,48.0,3.55,18.0,16.0,1.5,50.0,1.0,Female,Bachelor,Designer,AI,Cairo,,Hybrid,Single,0.0,1,High
28.0,24078.0,1.0,53.0,2.45,20.0,6.0,46.4,33.0,22.0,Female,Bachelor,Sales,Operations,Aswan,SME,Hybrid,,1.0,0,
62.0,3869.0,20.0,29.0,1.61,41.0,8.0,8.1,15.0,26.0,Male,High School,,AI,Mansoura,Startup,Hybrid,Married,0.0,0,High
64.0,31140.0,30.0,39.0,4.74,19.0,17.0,,67.0,9.0,Male,Bachelor,HR,Finance,Tanta,Startup,Onsite,Married,0.0,1,Medium
29.0,6659.0,16.0,43.0,3.55,30.0,1.0,39.9,56.0,1.0,Male,High School,Manager,IT,Giza,Startup,Hybrid,Married,1.0,1,Medium
38.0,39370.0,26.0,53.0,4.76,26.0,16.0,46.5,99.0,9.0,Male,Bachelor,Engineer,Finance,Mansoura,Startup,Remote,,0.0,1,Low
28.0,17385.0,29.0,56.0,3.33,14.0,20.0,10.9,,6.0,Male,,HR,,Tanta,Startup,Hybrid,Married,0.0,0,Medium
56.0,22337.0,7.0,32.0,1.26,43.0,25.0,12.4,51.0,9.0,Male,PhD,Data Scientist,HR,Aswan,SME,Onsite,Married,0.0,0,Medium
45.0,,36.0,42.0,1.12,,22.0,9.8,155.0,6.0,Female,Bachelor,Sales,Marketing,Alexandria,Startup,,,1.0,0,Low
22.0,4358.0,4.0,,4.6,8.0,13.0,8.8,,0.0,Female,Bachelor,Sales,Marketing,Aswan,Enterprise,Remote,Single,,1,High
34.0,28614.0,,41.0,1.15,49.0,16.0,,47.0,8.0,Female,Bachelor,Data Scientist,Operations,Mansoura,Enterprise,Remote,Single,0.0,0,Low
37.0,19771.0,5.0,33.0,3.46,16.0,,32.2,,9.0,Male,High School,Sales,IT,Tanta,Startup,Hybrid,Single,1.0,0,Low
58.0,16603.0,15.0,44.0,2.19,18.0,23.0,35.6,36.0,25.0,Female,High School,Sales,Finance,Aswan,Startup,Remote,,1.0,0,Medium
,19246.0,0.0,37.0,3.75,31.0,0.0,17.0,9.0,14.0,Female,Master,Sales,HR,,Startup,Remote,Single,1.0,0,High
29.0,20216.0,8.0,39.0,2.14,9.0,0.0,31.6,60.0,12.0,,High School,Designer,IT,,SME,,,1.0,0,
23.0,23577.0,20.0,47.0,1.15,39.0,19.0,1.1,94.0,27.0,Male,Bachelor,Designer,Finance,Alexandria,Enterprise,Hybrid,Single,1.0,0,High
34.0,14301.0,,27.0,3.92,,14.0,44.5,168.0,24.0,Female,Bachelor,Sales,AI,Alexandria,Enterprise,Onsite,Married,0.0,0,High
36.0,12515.0,14.0,24.0,2.24,12.0,1.0,43.6,179.0,21.0,Male,Bachelor,Data Scientist,AI,Cairo,SME,Remote,Single,1.0,0,Medium
43.0,29802.0,23.0,40.0,3.2,26.0,11.0,27.7,33.0,22.0,Male,Bachelor,Sales,IT,Giza,,Onsite,Married,1.0,0,Low
61.0,3891.0,4.0,39.0,4.1,1.0,12.0,12.9,8.0,2.0,Male,Bachelor,Sales,IT,Aswan,SME,Onsite,Married,0.0,0,Low
,24972.0,37.0,35.0,3.81,0.0,24.0,48.6,156.0,13.0,Male,PhD,Data Scientist,Marketing,Cairo,SME,Remote,Married,1.0,1,Medium
49.0,23932.0,28.0,,2.39,7.0,9.0,40.7,40.0,10.0,Female,High School,Manager,HR,Tanta,SME,Onsite,Married,0.0,0,Low
23.0,7192.0,10.0,44.0,3.99,9.0,1.0,,109.0,23.0,Male,PhD,HR,HR,Aswan,SME,Hybrid,Single,,0,Low
53.0,19128.0,3.0,26.0,4.7,27.0,22.0,24.0,0.0,18.0,Male,Master,Designer,Finance,Mansoura,Enterprise,Hybrid,Married,0.0,1,High
55.0,25836.0,9.0,44.0,3.44,,29.0,6.0,113.0,27.0,Female,Master,Data Scientist,Finance,Giza,SME,Hybrid,,0.0,0,High
28.0,27837.0,33.0,55.0,3.81,49.0,1.0,7.5,191.0,,Male,Bachelor,Engineer,Finance,Tanta,Startup,Hybrid,Married,0.0,0,Medium
,25778.0,3.0,29.0,4.46,1.0,16.0,1.1,,29.0,Female,Master,Sales,AI,Cairo,SME,,Married,1.0,1,High
41.0,19708.0,9.0,59.0,4.37,40.0,8.0,34.7,139.0,7.0,Male,High School,Sales,Marketing,Giza,Startup,Onsite,Married,1.0,1,High
40.0,27232.0,,35.0,2.41,47.0,13.0,13.4,150.0,13.0,Female,PhD,Engineer,IT,Giza,SME,Remote,Single,1.0,0,Medium
32.0,7782.0,17.0,23.0,4.97,16.0,10.0,15.9,128.0,12.0,Female,High School,Manager,Finance,Cairo,Startup,Onsite,Married,1.0,1,Medium
44.0,29315.0,11.0,29.0,1.11,47.0,19.0,3.3,101.0,15.0,Female,High School,,Finance,Tanta,SME,Remote,Single,1.0,0,Medium
28.0,13052.0,22.0,50.0,4.95,32.0,11.0,,152.0,27.0,,Bachelor,HR,Marketing,,SME,Hybrid,Single,1.0,1,Medium
34.0,22521.0,24.0,31.0,1.98,24.0,6.0,39.8,165.0,1.0,Male,Master,Manager,HR,Aswan,SME,Remote,Single,0.0,0,High
31.0,6898.0,,39.0,2.76,4.0,0.0,33.4,122.0,23.0,Female,PhD,HR,Finance,Alexandria,Startup,Onsite,Married,1.0,0,Medium
44.0,20219.0,3.0,51.0,4.53,27.0,23.0,19.7,118.0,4.0,Male,Bachelor,Engineer,HR,Alexandria,Startup,Hybrid,Single,,1,Low
35.0,,12.0,21.0,1.98,17.0,15.0,,3.0,20.0,Male,PhD,Sales,HR,Mansoura,Startup,Onsite,Single,0.0,0,High
45.0,38546.0,17.0,30.0,1.9,22.0,14.0,39.0,170.0,7.0,Male,Master,Sales,Finance,Mansoura,SME,Onsite,Single,1.0,0,Low
64.0,16809.0,28.0,39.0,3.57,34.0,12.0,46.4,89.0,,Male,PhD,Engineer,HR,Alexandria,SME,Hybrid,Single,,0,Medium
64.0,28972.0,29.0,42.0,3.82,17.0,5.0,26.8,188.0,10.0,Male,Bachelor,Engineer,Finance,Aswan,Enterprise,Remote,Married,1.0,1,Medium
21.0,15523.0,,32.0,1.03,10.0,1.0,7.8,31.0,18.0,Male,High School,HR,IT,Alexandria,Startup,Hybrid,Single,1.0,0,High
24.0,25030.0,27.0,54.0,2.8,42.0,8.0,33.0,155.0,8.0,Female,Master,HR,Marketing,Alexandria,Startup,Remote,Single,,0,High
62.0,23105.0,6.0,36.0,2.96,42.0,0.0,4.5,160.0,26.0,Male,Master,Engineer,Finance,Mansoura,SME,Hybrid,Married,0.0,0,Medium
52.0,27295.0,23.0,29.0,2.09,,8.0,9.1,,27.0,Male,Bachelor,HR,Finance,Aswan,Startup,Hybrid,Married,1.0,0,Medium
26.0,14864.0,9.0,59.0,3.18,9.0,9.0,24.1,128.0,12.0,Male,PhD,Manager,Finance,Tanta,Enterprise,Onsite,Single,1.0,0,
25.0,15876.0,36.0,57.0,1.62,,1.0,13.2,7.0,29.0,Female,Bachelor,Sales,HR,Cairo,Startup,Hybrid,Single,1.0,0,Medium
62.0,21055.0,26.0,33.0,2.29,8.0,21.0,46.6,22.0,8.0,Female,Master,HR,Operations,Tanta,SME,Hybrid,Married,0.0,0,Low
34.0,36684.0,20.0,,3.85,41.0,24.0,40.6,120.0,8.0,Male,High School,Designer,,Cairo,Enterprise,Onsite,Married,0.0,1,Medium
34.0,24972.0,35.0,51.0,4.5,12.0,18.0,14.6,159.0,18.0,Male,Bachelor,Data Scientist,IT,,Enterprise,Remote,Married,0.0,0,Low
50.0,28493.0,28.0,52.0,,,27.0,48.2,130.0,16.0,Male,Master,Sales,AI,Mansoura,SME,Remote,Married,0.0,0,Medium
49.0,12325.0,6.0,44.0,1.3,,13.0,19.5,43.0,15.0,Female,Master,Designer,IT,Alexandria,Enterprise,Hybrid,Married,0.0,0,High
25.0,39775.0,12.0,44.0,3.71,,2.0,28.9,181.0,22.0,Male,Master,Engineer,AI,Tanta,Enterprise,Onsite,Married,1.0,0,Low
36.0,,22.0,33.0,4.59,18.0,15.0,28.6,5.0,0.0,Female,High School,Data Scientist,Marketing,Aswan,Enterprise,Hybrid,Single,1.0,1,High
55.0,39253.0,24.0,57.0,3.02,11.0,18.0,32.8,69.0,9.0,Female,High School,Sales,AI,Cairo,SME,Hybrid,Married,0.0,0,Low
,24181.0,12.0,55.0,2.97,4.0,8.0,12.9,176.0,5.0,Female,Master,Data Scientist,AI,Giza,SME,Onsite,Married,1.0,0,
22.0,13961.0,36.0,43.0,4.97,4.0,1.0,46.2,186.0,2.0,Female,,HR,IT,Cairo,Startup,Onsite,Single,1.0,1,
30.0,20705.0,29.0,58.0,3.55,6.0,3.0,14.0,184.0,18.0,Male,Bachelor,Manager,Operations,Cairo,Startup,,Single,0.0,0,Medium
64.0,39122.0,,58.0,4.22,43.0,23.0,33.6,60.0,28.0,Female,PhD,Data Scientist,AI,Mansoura,Startup,Remote,Single,1.0,1,Low
63.0,29104.0,11.0,,3.59,13.0,10.0,38.5,183.0,14.0,Female,High School,Sales,IT,Cairo,Enterprise,Onsite,Single,1.0,0,Low
48.0,16509.0,0.0,,,32.0,7.0,44.2,,27.0,Male,PhD,Engineer,Operations,,,Hybrid,Married,0.0,0,High
33.0,10101.0,17.0,53.0,2.14,5.0,15.0,23.4,13.0,22.0,Male,Bachelor,Engineer,Finance,Tanta,Startup,Onsite,Single,0.0,0,
49.0,7743.0,20.0,34.0,3.66,17.0,4.0,35.9,76.0,16.0,Male,High School,Data Scientist,IT,Giza,SME,Onsite,Married,1.0,0,Medium
39.0,11951.0,23.0,21.0,2.82,5.0,1.0,5.2,164.0,7.0,Male,Master,,Finance,Giza,SME,,Single,1.0,0,Medium
46.0,10014.0,,44.0,2.62,29.0,14.0,39.1,40.0,24.0,Female,Bachelor,Sales,Operations,Cairo,,Hybrid,Married,0.0,0,Medium
39.0,39180.0,8.0,24.0,1.09,11.0,5.0,38.0,,21.0,Male,Master,Engineer,,Aswan,,Remote,Married,0.0,0,High
60.0,11219.0,39.0,53.0,4.54,49.0,7.0,21.1,91.0,,Male,Bachelor,,AI,Aswan,Enterprise,,Single,0.0,1,High
20.0,,27.0,,4.54,34.0,1.0,16.4,169.0,5.0,Female,High School,Sales,AI,Alexandria,Startup,Hybrid,Single,0.0,1,Low
27.0,,14.0,24.0,2.84,10.0,3.0,19.6,35.0,19.0,Female,Master,Engineer,HR,Tanta,SME,Remote,Married,0.0,0,Low
59.0,19543.0,12.0,27.0,3.8,3.0,3.0,5.4,55.0,,Male,PhD,Manager,Marketing,Aswan,Startup,Remote,Married,0.0,0,High
38.0,,27.0,33.0,1.71,12.0,11.0,32.3,70.0,11.0,Female,,Designer,Operations,Tanta,Startup,Onsite,Married,0.0,0,High
33.0,39881.0,16.0,48.0,3.02,0.0,24.0,45.7,112.0,0.0,Male,Bachelor,HR,Operations,Alexandria,SME,Onsite,Married,0.0,0,High
29.0,16414.0,8.0,49.0,2.76,37.0,25.0,33.6,77.0,3.0,Female,High School,Data Scientist,IT,Mansoura,SME,Onsite,Married,1.0,0,Medium
19.0,10749.0,20.0,56.0,3.63,28.0,0.0,29.4,112.0,6.0,,High School,Sales,Marketing,Mansoura,Enterprise,,Married,0.0,1,Low
58.0,27182.0,29.0,23.0,2.88,13.0,8.0,49.5,25.0,29.0,Female,High School,Sales,,Mansoura,SME,Onsite,Married,0.0,0,Low
41.0,14914.0,10.0,54.0,,20.0,14.0,27.6,83.0,1.0,Female,Bachelor,Engineer,Operations,Aswan,Startup,Onsite,Married,1.0,0,Medium
52.0,18007.0,29.0,26.0,2.18,40.0,7.0,17.9,141.0,23.0,Female,Master,Manager,IT,Alexandria,SME,Onsite,Single,1.0,0,Low
47.0,33951.0,35.0,45.0,1.19,30.0,16.0,35.5,166.0,27.0,Female,PhD,HR,IT,Mansoura,Startup,Remote,Married,,0,Medium
47.0,35608.0,24.0,51.0,4.67,40.0,14.0,26.5,95.0,,Male,Bachelor,Data Scientist,AI,Mansoura,SME,Hybrid,Single,1.0,1,High
64.0,24383.0,6.0,,1.05,6.0,9.0,48.6,110.0,8.0,Female,Bachelor,,Marketing,Cairo,,Remote,Single,1.0,0,Medium
52.0,16042.0,19.0,43.0,2.13,14.0,21.0,45.0,,0.0,Female,Master,Engineer,Finance,,Enterprise,Onsite,Married,1.0,0,Medium
36.0,28412.0,34.0,20.0,2.79,41.0,12.0,47.4,27.0,,Male,High School,Data Scientist,Marketing,Mansoura,Startup,Hybrid,,1.0,0,Low
25.0,16181.0,9.0,48.0,2.28,8.0,10.0,1.1,171.0,29.0,Female,,Data Scientist,Marketing,Tanta,Enterprise,Onsite,Married,1.0,0,High
43.0,6405.0,34.0,57.0,3.21,28.0,15.0,17.4,44.0,7.0,Female,High School,Data Scientist,Finance,Aswan,Startup,Remote,Married,0.0,0,High
57.0,33868.0,0.0,57.0,2.85,23.0,25.0,31.7,17.0,12.0,Male,High School,Sales,Finance,Mansoura,Enterprise,Onsite,Single,1.0,0,Medium
24.0,13862.0,13.0,,,14.0,14.0,16.1,29.0,29.0,Male,High School,Manager,Finance,Cairo,Enterprise,Onsite,Married,0.0,0,High
47.0,31688.0,4.0,42.0,1.35,20.0,17.0,33.2,,25.0,Female,Master,HR,AI,Alexandria,SME,Onsite,Single,,0,Low
24.0,33945.0,39.0,24.0,1.55,40.0,11.0,36.0,197.0,18.0,Male,,Sales,,Mansoura,SME,Remote,Married,0.0,0,Medium
20.0,15939.0,37.0,49.0,2.95,,2.0,31.5,130.0,19.0,Female,,HR,HR,,Enterprise,Hybrid,Single,0.0,0,High
18.0,31931.0,33.0,59.0,4.38,6.0,27.0,,6.0,5.0,Female,PhD,Engineer,AI,,Startup,Hybrid,Married,0.0,1,High
53.0,25942.0,23.0,37.0,1.4,23.0,20.0,35.1,33.0,20.0,Male,,Designer,HR,Mansoura,Enterprise,Onsite,Married,1.0,0,Low
42.0,8272.0,,25.0,3.71,22.0,23.0,39.2,,3.0,Female,,,Marketing,Giza,Startup,Onsite,Single,,1,Low
54.0,27265.0,26.0,24.0,,24.0,21.0,,154.0,21.0,Female,High School,Engineer,,Mansoura,Startup,Hybrid,Single,1.0,0,High
18.0,31668.0,4.0,37.0,2.11,7.0,24.0,40.8,53.0,22.0,Female,High School,HR,Marketing,,SME,Remote,Married,0.0,0,Low
32.0,19024.0,12.0,32.0,3.67,33.0,11.0,47.4,78.0,24.0,Male,Master,Manager,Operations,Mansoura,SME,Remote,,0.0,0,High
54.0,34899.0,,39.0,3.75,34.0,28.0,6.0,42.0,10.0,Male,Master,Sales,,,Startup,Hybrid,,0.0,1,Low
30.0,6747.0,20.0,57.0,3.83,21.0,26.0,45.4,151.0,11.0,Male,High School,Manager,Operations,Aswan,Startup,Onsite,Married,1.0,1,Low
57.0,12297.0,36.0,40.0,,33.0,0.0,14.4,90.0,8.0,,Bachelor,Manager,IT,Alexandria,Enterprise,Onsite,Single,1.0,0,High
25.0,4607.0,31.0,23.0,2.59,27.0,4.0,28.6,61.0,1.0,Male,Master,Engineer,IT,Aswan,SME,Remote,Married,1.0,0,High
,24458.0,37.0,32.0,1.97,0.0,19.0,47.2,115.0,24.0,Male,PhD,Engineer,Finance,Mansoura,Enterprise,Hybrid,Married,1.0,0,Low
26.0,,30.0,37.0,3.18,43.0,7.0,31.4,83.0,29.0,Female,PhD,Engineer,,Alexandria,Startup,,,0.0,0,Medium
18.0,26117.0,31.0,32.0,1.25,36.0,28.0,,118.0,11.0,Male,PhD,Manager,Finance,Cairo,Startup,Hybrid,Married,1.0,0,Low
53.0,19450.0,14.0,32.0,2.34,29.0,,25.5,39.0,15.0,Male,PhD,HR,Marketing,Tanta,,Onsite,Single,1.0,0,High
52.0,18535.0,29.0,58.0,4.53,49.0,24.0,44.8,29.0,15.0,Male,High School,Data Scientist,HR,Alexandria,Enterprise,Hybrid,,0.0,1,High
19.0,32355.0,6.0,56.0,3.13,24.0,17.0,21.2,171.0,3.0,Female,High School,Engineer,IT,Aswan,SME,Remote,Single,0.0,0,
57.0,,37.0,54.0,2.75,1.0,7.0,42.5,,17.0,Female,PhD,Sales,AI,Mansoura,Enterprise,Onsite,Married,1.0,0,Medium
40.0,7158.0,30.0,57.0,2.06,27.0,12.0,39.9,,7.0,Female,PhD,Engineer,Finance,Aswan,Startup,Remote,Married,0.0,0,High
26.0,19786.0,25.0,59.0,2.0,47.0,16.0,45.4,14.0,,Female,PhD,Sales,AI,Cairo,,Remote,Single,0.0,0,Low
51.0,33911.0,35.0,46.0,1.95,27.0,7.0,13.9,176.0,,Male,High School,Engineer,Finance,Cairo,SME,Hybrid,Single,1.0,0,Medium
63.0,29578.0,25.0,45.0,4.32,22.0,29.0,25.3,86.0,17.0,Male,PhD,HR,IT,Tanta,Startup,,Married,0.0,0,Low
31.0,7166.0,1.0,31.0,4.94,37.0,29.0,17.4,42.0,29.0,Female,PhD,HR,,Giza,Enterprise,Hybrid,Single,1.0,1,Medium
21.0,22309.0,8.0,21.0,3.14,23.0,24.0,27.2,133.0,2.0,Male,High School,Engineer,,Cairo,Enterprise,Hybrid,Single,0.0,0,Medium
47.0,18076.0,4.0,,1.32,34.0,26.0,1.9,,24.0,Female,High School,,IT,Mansoura,,Hybrid,Single,0.0,0,High
48.0,22377.0,26.0,,4.0,7.0,,12.8,45.0,26.0,Male,PhD,Data Scientist,Marketing,Aswan,Enterprise,Onsite,Single,1.0,1,Medium
55.0,12278.0,11.0,29.0,4.51,35.0,17.0,48.7,101.0,5.0,Male,Bachelor,Manager,AI,Aswan,SME,Hybrid,Married,0.0,1,
28.0,36539.0,34.0,27.0,4.72,,11.0,30.6,,25.0,Male,High School,Sales,Marketing,Tanta,,Onsite,Single,0.0,1,High
52.0,14440.0,28.0,59.0,3.52,19.0,12.0,9.5,29.0,,Male,Bachelor,Data Scientist,AI,Mansoura,Enterprise,Remote,Single,0.0,0,
25.0,29245.0,15.0,55.0,3.03,3.0,,25.9,119.0,9.0,Male,High School,Designer,Operations,Giza,Enterprise,,Single,0.0,0,Low
20.0,25097.0,18.0,50.0,3.48,,8.0,35.2,73.0,4.0,Male,PhD,HR,IT,Mansoura,Enterprise,Remote,Married,1.0,0,Medium
31.0,,26.0,34.0,,25.0,23.0,30.6,29.0,14.0,Female,PhD,Designer,,Giza,SME,Remote,Single,1.0,0,High
30.0,4556.0,17.0,37.0,3.62,38.0,,25.6,0.0,11.0,Male,Bachelor,Engineer,AI,Aswan,Enterprise,Hybrid,Single,0.0,0,Low
62.0,4151.0,12.0,34.0,,19.0,0.0,34.0,156.0,6.0,Female,Master,Sales,Operations,Tanta,Enterprise,Hybrid,Married,1.0,0,Low
49.0,24698.0,29.0,38.0,3.89,17.0,0.0,9.2,142.0,15.0,Female,High School,Data Scientist,Marketing,,Startup,Hybrid,Single,1.0,1,Medium
51.0,20601.0,,43.0,3.25,32.0,7.0,22.5,,1.0,Male,Master,Sales,AI,Aswan,Startup,Onsite,Single,1.0,0,High
62.0,29807.0,5.0,54.0,3.8,17.0,29.0,37.8,135.0,10.0,Male,Master,HR,AI,Aswan,SME,Remote,Single,0.0,1,Medium
36.0,23328.0,2.0,21.0,3.56,33.0,2.0,29.4,73.0,24.0,Male,PhD,Sales,Operations,Alexandria,Startup,Onsite,Married,1.0,0,
55.0,11039.0,22.0,32.0,1.46,18.0,13.0,45.4,173.0,9.0,Female,Master,HR,Operations,Mansoura,SME,Remote,Married,0.0,0,High
33.0,9303.0,11.0,28.0,4.59,41.0,13.0,22.7,56.0,14.0,Female,Bachelor,,HR,Alexandria,Enterprise,Remote,Single,1.0,1,Low
19.0,22053.0,14.0,54.0,3.49,32.0,16.0,7.5,78.0,24.0,Female,High School,Engineer,Operations,,SME,Hybrid,Married,1.0,0,Low
57.0,34644.0,0.0,21.0,3.91,20.0,25.0,,105.0,25.0,Female,Master,,,Mansoura,Enterprise,Remote,Married,1.0,1,High
,38745.0,,35.0,2.37,6.0,0.0,24.4,155.0,25.0,Female,Bachelor,,,Aswan,SME,Onsite,Single,0.0,0,Medium
51.0,23762.0,30.0,55.0,4.68,13.0,3.0,22.4,83.0,23.0,Male,High School,Manager,AI,Alexandria,SME,Onsite,,0.0,1,High
59.0,26611.0,10.0,21.0,3.01,32.0,5.0,13.6,76.0,17.0,Male,Master,Designer,HR,Cairo,Startup,Hybrid,Single,0.0,0,Low
33.0,3422.0,16.0,,3.72,3.0,24.0,29.9,,5.0,Male,High School,Data Scientist,Finance,Cairo,Startup,,Married,1.0,0,High
55.0,34275.0,26.0,27.0,,42.0,14.0,13.3,50.0,19.0,Male,,Manager,Operations,Mansoura,,Remote,Single,,0,Low
19.0,29597.0,30.0,20.0,4.66,1.0,20.0,11.6,115.0,18.0,Male,High School,Designer,Operations,Cairo,SME,Hybrid,Single,0.0,0,Medium
19.0,14985.0,26.0,37.0,3.58,39.0,12.0,31.5,77.0,27.0,Male,PhD,Sales,HR,Alexandria,SME,Remote,,1.0,0,Medium
43.0,31707.0,13.0,45.0,1.66,49.0,22.0,47.3,28.0,2.0,Female,Master,Sales,,Aswan,Enterprise,Hybrid,Married,0.0,0,Medium
,6372.0,22.0,24.0,4.8,30.0,8.0,10.9,103.0,29.0,Male,Master,Engineer,HR,Aswan,SME,Hybrid,Single,0.0,0,Low
64.0,19083.0,4.0,40.0,4.94,,20.0,10.0,13.0,24.0,Female,Bachelor,,IT,Tanta,Startup,Hybrid,Single,1.0,1,Medium
48.0,37710.0,29.0,54.0,1.41,45.0,6.0,26.4,40.0,3.0,Female,PhD,Designer,IT,Mansoura,Enterprise,,Single,0.0,0,Medium
51.0,28816.0,33.0,59.0,,29.0,24.0,6.9,162.0,7.0,Female,Master,Manager,HR,Giza,,Hybrid,Married,0.0,0,High
56.0,12950.0,18.0,47.0,3.19,49.0,5.0,15.4,4.0,0.0,Male,,Data Scientist,Marketing,Cairo,,Hybrid,Single,0.0,0,
20.0,37247.0,30.0,,1.37,9.0,,49.5,191.0,,Female,PhD,Sales,AI,Cairo,SME,,Single,1.0,0,Low
25.0,7626.0,15.0,51.0,1.76,20.0,5.0,42.2,119.0,11.0,Male,Bachelor,Manager,AI,Alexandria,SME,Onsite,Married,0.0,0,Medium
40.0,29408.0,26.0,40.0,3.15,49.0,10.0,35.6,,19.0,Female,High School,HR,AI,Cairo,SME,Hybrid,Married,1.0,0,High
31.0,13777.0,25.0,23.0,4.85,22.0,5.0,2.3,,23.0,Male,PhD,Engineer,,Mansoura,Enterprise,Onsite,Married,0.0,0,Low
44.0,8147.0,38.0,55.0,1.11,36.0,2.0,14.0,0.0,7.0,Male,Bachelor,,IT,Tanta,Enterprise,Remote,Married,1.0,0,High
46.0,,28.0,43.0,4.65,7.0,20.0,28.9,6.0,15.0,Male,High School,Data Scientist,Finance,,Enterprise,Onsite,Single,1.0,1,Medium
56.0,3079.0,38.0,52.0,4.59,9.0,28.0,35.8,11.0,25.0,Female,Master,Sales,AI,Mansoura,Startup,Hybrid,Single,1.0,1,Low
56.0,34282.0,28.0,24.0,4.43,24.0,22.0,33.8,20.0,20.0,Male,High School,HR,IT,Tanta,SME,Remote,,1.0,1,Low
,15901.0,30.0,22.0,2.51,32.0,17.0,10.1,,6.0,,Bachelor,Designer,Operations,,Startup,Remote,Single,0.0,0,Low
34.0,5223.0,1.0,30.0,2.96,16.0,,23.8,32.0,24.0,Male,PhD,HR,,Aswan,SME,Remote,Single,1.0,0,Medium
58.0,38337.0,5.0,51.0,2.61,23.0,5.0,10.7,131.0,,Male,Bachelor,Designer,AI,Aswan,Startup,,Single,0.0,0,High
47.0,16768.0,8.0,41.0,,48.0,1.0,46.3,178.0,2.0,Female,PhD,Sales,HR,Giza,Enterprise,Remote,Single,1.0,0,Medium
30.0,,14.0,30.0,3.09,41.0,,28.3,48.0,10.0,Male,Master,Data Scientist,Finance,Mansoura,Startup,Onsite,Married,0.0,0,High
38.0,19249.0,19.0,57.0,1.32,49.0,9.0,,38.0,7.0,Male,PhD,Data Scientist,IT,Alexandria,Startup,Remote,Married,0.0,0,High
36.0,38391.0,1.0,41.0,2.1,29.0,27.0,46.0,198.0,19.0,Female,,Engineer,Marketing,Alexandria,SME,,Married,0.0,0,High
36.0,37171.0,2.0,23.0,2.85,0.0,18.0,45.3,,2.0,Female,Bachelor,Designer,IT,Tanta,Enterprise,Remote,Single,1.0,0,Medium
